transaction_id,transaction_date,product_id,customer_id,product_category,quantity,unit_price,total_amount,customer_region,customer_age,customer_loyalty_score,product_rating,previous_purchase_count,return_status
101199,09/01/2023,2996,33379,toys,5,67.26,336.3,East,19,74,5,10,1
101200,25/08/2024,2158,33644,home decor,14,39.28,549.92,West,58,10,3,14,1
101201,27/10/2023,2470,31964,toys,2,288.75,577.5,South,64,76,3,5,0
101202,27/11/2024,2685,35235,home decor,6,71.42,428.52,North,59,28,3,16,1
101203,06/12/2023,2416,30490,home decor,5,183.72,918.6,South,42,96,3,6,0
101204,12/04/2023,2276,39041,toys,14,51.16,716.24,West,44,2,2,15,1
101205,29/05/2023,2435,33026,home decor,1,78.07,78.07,East,39,72,4,22,1
101206,29/01/2024,2129,31325,home decor,12,256.48,3077.76,West,66,69,1,19,0
101207,29/04/2023,2283,37805,electronics,1,133.84,133.84,North,66,1,5,14,1
101208,02/11/2024,2529,36228,toys,5,213.63,1068.15,South,39,75,2,18,0
101209,05/03/2024,2999,39834,home decor,2,216.21,432.42,West,32,56,2,16,0
101210,08/01/2024,2352,31492,electronics,11,296.03,3256.33,Central,62,60,5,18,1
101211,17/06/2024,2593,39018,clothing,3,265.79,797.37,North,65,29,3,28,1
101212,07/04/2024,2612,39511,electronics,9,129.97,1169.73,West,24,18,4,21,0
101213,10/05/2024,2026,33827,electronics,13,217.83,2831.79,East,21,19,3,5,1
101214,02/01/2024,2681,30372,toys,1,75.83,75.83,West,58,18,1,27,0
101215,03/03/2023,2192,38375,home decor,12,198.74,2384.88,East,36,25,2,24,1
101216,12/12/2024,2276,38383,toys,12,227.05,2724.6,South,61,3,2,24,1
101217,16/10/2023,2784,38985,toys,6,209.87,1259.22,West,58,60,2,15,1
101218,27/01/2023,2155,39527,electronics,9,76.58,689.22,Central,59,10,3,11,1
101219,28/03/2024,2807,37109,clothing,8,265.21,2121.68,North,33,36,2,1,1
101220,26/03/2024,2428,38553,toys,2,90.53,181.06,Central,28,15,2,1,1
101221,09/02/2023,2215,36993,clothing,1,116.35,116.35,East,46,2,3,26,1
101222,05/09/2024,2562,39402,home decor,12,257.2,3086.4,West,43,77,5,25,0
101223,05/12/2024,2244,35169,electronics,5,14.34,71.7,North,66,33,3,22,1
101224,26/02/2023,2017,31661,toys,11,49.07,539.77,Central,37,97,5,5,1
101225,14/11/2023,2100,31191,clothing,4,266.82,1067.28,West,31,53,3,13,1
101226,09/01/2024,2968,38296,home decor,10,124.66,1246.6,North,23,78,2,0,1
101227,09/10/2024,2538,33057,home decor,12,148.19,1778.28,North,64,19,1,20,0
101228,10/04/2024,2850,35307,toys,8,122.18,977.44,West,48,41,1,2,0
101229,24/08/2023,2426,36057,clothing,7,276.99,1938.93,South,27,70,2,29,1
101230,11/08/2024,2599,31790,clothing,5,236.74,1183.7,North,43,18,5,10,1
101231,01/08/2024,2692,37139,electronics,5,282.46,1412.3,Central,41,18,3,28,1
101232,02/07/2023,2400,33993,toys,8,102.01,816.08,South,46,57,1,16,0
101233,23/04/2023,2371,36923,electronics,3,230.45,691.35,East,56,10,1,21,0
101234,05/07/2024,2052,37138,electronics,9,234.42,2109.78,East,36,68,2,20,0
101235,25/09/2023,2549,30933,toys,5,239.33,1196.65,North,29,79,5,8,1
101236,27/06/2024,2530,30382,clothing,12,35.44,425.28,Central,52,50,1,10,1
101237,21/12/2024,2390,37471,toys,10,50.22,502.2,Central,52,52,1,21,1
101238,27/05/2023,2518,33873,home decor,4,149.19,596.76,West,24,96,5,3,1
101239,10/02/2024,2515,36716,toys,2,175.6,351.2,South,62,86,5,26,0
101240,23/06/2024,2446,38917,clothing,11,151.75,1669.25,Central,47,54,2,27,1
101241,05/02/2024,2782,35250,toys,1,258.11,258.11,Central,48,82,1,25,0
101242,19/09/2023,2094,31503,home decor,12,199.19,2390.28,North,25,51,3,26,0
101243,08/04/2024,2228,39511,electronics,10,172.79,1727.9,Central,59,28,5,3,0
101244,03/02/2023,2320,30018,electronics,7,185.44,1298.08,East,42,33,5,4,0
101245,17/06/2023,2791,39603,clothing,3,245.76,737.28,East,36,92,5,17,0
101246,20/02/2024,2621,38799,electronics,11,48.89,537.79,South,61,25,1,18,0
101247,03/10/2024,2104,32727,clothing,11,117.45,1291.95,West,18,28,4,28,0
101248,17/03/2023,2841,35165,home decor,5,59.14,295.7,East,41,87,1,18,0
101249,19/03/2023,2263,39811,clothing,5,52.19,260.95,North,22,84,5,1,1
101250,09/10/2024,2323,36596,electronics,5,274.63,1373.15,North,23,73,1,23,1
101251,31/03/2024,2610,32945,home decor,9,213.5,1921.5,Central,49,13,5,15,1
101252,07/11/2023,2674,39459,home decor,9,290.15,2611.35,Central,62,50,2,9,0
101253,03/05/2024,2231,30018,home decor,8,169.74,1357.92,West,52,3,5,20,0
101254,22/02/2024,2057,30620,electronics,9,164.27,1478.43,Central,62,97,4,21,0
101255,30/07/2023,2828,37211,toys,7,190.87,1336.09,Central,20,31,1,19,1
101256,24/03/2023,2466,34475,electronics,9,174.03,1566.27,West,45,1,2,1,0
101257,21/11/2024,2023,31581,home decor,1,75.61,75.61,South,20,36,1,20,1
101258,11/11/2024,2468,32314,electronics,3,182.35,547.05,Central,19,35,1,26,0
101259,24/12/2024,2939,35549,electronics,1,134.95,134.95,South,20,18,2,13,1
101260,23/11/2023,2431,32509,toys,11,268.6,2954.6,Central,66,38,5,0,0
101261,07/02/2024,2448,33394,electronics,8,176.99,1415.92,West,52,54,4,12,0
101262,24/11/2024,2657,32389,clothing,4,204.17,816.68,South,57,37,4,12,1
101263,02/03/2024,2985,39884,electronics,9,274.47,2470.23,East,24,98,2,9,0
101264,29/08/2023,2391,35954,electronics,14,19.78,276.92,East,18,49,3,28,0
101265,24/08/2023,2479,31948,electronics,7,156.58,1096.06,South,56,55,3,27,1
101266,16/09/2024,2806,31743,clothing,3,148.49,445.47,East,56,18,1,5,0
101267,29/07/2023,2322,33925,home decor,1,90.54,90.54,West,38,85,1,4,0
101268,01/07/2024,2073,36863,home decor,8,85.32,682.56,South,47,77,2,28,1
101269,05/08/2024,2871,39926,electronics,9,36.2,325.8,Central,39,58,3,13,1
101270,27/08/2024,2135,30609,toys,10,135.47,1354.7,North,60,83,5,12,1
101271,11/11/2023,2971,38335,electronics,2,141.78,283.56,Central,67,54,2,21,1
101272,09/03/2023,2223,33559,home decor,9,57.52,517.68,North,56,75,2,26,1
101273,29/05/2023,2674,31841,toys,8,42.71,341.68,North,63,26,1,20,0
101274,28/08/2024,2521,34207,electronics,12,14.92,179.04,South,65,30,4,16,0
101275,02/12/2024,2114,32113,clothing,6,57.07,342.42,South,35,65,3,13,1
101276,30/08/2024,2782,33384,clothing,11,56.11,617.21,East,59,0,3,5,0
101277,15/06/2024,2524,34419,electronics,2,99.34,198.68,South,46,41,3,29,0
101278,29/10/2024,2404,31508,home decor,8,267.02,2136.16,North,39,39,5,26,0
101279,03/03/2024,2141,32761,toys,3,145.65,436.95,East,21,98,4,13,0
101280,08/04/2023,2505,30038,toys,2,234.07,468.14,South,34,87,1,24,1
101281,19/01/2023,2229,39543,home decor,9,236.64,2129.76,South,29,4,3,13,0
101282,19/03/2024,2393,39432,clothing,11,55.18,606.98,East,30,71,4,10,1
101283,24/02/2024,2738,35345,clothing,8,274.94,2199.52,North,61,26,3,18,1
101284,01/09/2023,2595,39702,clothing,9,103.99,935.91,East,39,47,5,3,1
101285,10/01/2023,2854,31621,toys,13,252.38,3280.94,West,44,1,3,17,0
101286,07/12/2024,2615,38177,electronics,7,71,497,South,23,66,2,20,1
101287,18/11/2023,2177,33489,toys,14,39.13,547.82,East,55,88,4,6,0
101288,26/08/2023,2274,32572,clothing,6,88.82,532.92,South,32,99,3,5,1
101289,23/09/2024,2363,35406,clothing,12,176.19,2114.28,South,26,60,4,5,1
101290,01/06/2023,2115,37875,clothing,11,198.67,2185.37,Central,24,37,3,14,1
101291,14/05/2023,2110,39682,home decor,4,247.54,990.16,North,44,40,2,14,0
101292,28/05/2024,2361,35169,toys,12,105.17,1262.04,Central,57,15,1,2,1
101293,28/02/2023,2610,31511,electronics,11,132.94,1462.34,South,36,94,3,16,1
101294,11/04/2023,2954,38636,home decor,9,62.67,564.03,South,33,98,1,26,1
101295,18/02/2023,2251,34546,toys,5,123.9,619.5,West,48,63,1,8,0
101296,25/10/2024,2927,39024,home decor,6,44.38,266.28,North,27,44,4,26,0
101297,17/08/2023,2766,30452,electronics,13,160.87,2091.31,Central,18,21,2,21,1
101298,28/05/2024,2890,34870,electronics,14,259.33,3630.62,South,37,25,2,15,0
101299,04/02/2024,2995,34309,electronics,5,70.92,354.6,Central,24,19,5,11,0
101300,16/12/2024,2326,36811,home decor,6,163.02,978.12,North,19,44,5,6,0
101301,24/07/2024,2228,34878,electronics,13,60.96,792.48,Central,23,16,5,17,1
101302,01/12/2023,2275,30193,toys,10,115.56,1155.6,South,24,98,1,14,1
101303,15/04/2024,2670,32697,home decor,1,44.93,44.93,West,22,12,3,12,1
101304,02/02/2024,2278,35158,home decor,9,250.79,2257.11,West,49,10,3,18,1
101305,11/07/2023,2961,38601,electronics,6,91.93,551.58,North,28,27,3,8,0
101306,14/01/2024,2813,34852,electronics,7,24.02,168.14,East,67,67,2,25,0
101307,02/01/2023,2750,34234,home decor,2,226.49,452.98,North,38,35,4,3,1
101308,10/10/2023,2550,35898,toys,9,126.16,1135.44,Central,51,35,5,21,1
101309,31/05/2024,2294,38859,toys,4,54.3,217.2,West,47,27,3,1,0
101310,10/07/2023,2000,36184,clothing,6,187.95,1127.7,East,45,8,4,2,0
101311,11/09/2023,2619,35134,electronics,7,260.14,1820.98,South,25,36,4,15,0
101312,23/12/2024,2942,39263,toys,4,256.9,1027.6,North,53,2,3,23,0
101313,25/08/2023,2182,31609,toys,3,268.32,804.96,East,41,69,4,10,1
101314,28/09/2024,2208,30119,home decor,2,56.43,112.86,Central,38,48,4,5,0
101315,27/02/2023,2598,35934,electronics,1,50.43,50.43,North,47,20,2,16,1
101316,06/01/2024,2577,36647,clothing,9,71.3,641.7,East,32,67,3,26,1
101317,06/02/2024,2311,39744,home decor,2,295.59,591.18,West,42,53,5,13,1
101318,13/09/2023,2770,33384,toys,7,173.27,1212.89,East,53,93,1,18,0
101319,15/05/2023,2462,32411,toys,2,118.32,236.64,West,69,30,3,8,0
101320,17/06/2023,2102,34109,toys,6,76.49,458.94,Central,33,88,2,13,0
101321,30/03/2024,2669,38873,home decor,10,231.75,2317.5,North,18,36,1,10,1
101322,18/07/2023,2614,32934,electronics,4,76.53,306.12,East,40,69,4,10,1
101323,23/04/2023,2647,32270,electronics,10,7.1,71,South,20,66,3,25,1
101324,06/08/2024,2708,30968,electronics,12,29.73,356.76,South,19,77,2,12,0
101325,07/01/2024,2614,36916,home decor,14,244.07,3416.98,South,21,88,3,3,0
101326,14/12/2023,2575,32644,electronics,9,62.77,564.93,North,48,10,4,12,1
101327,25/09/2024,2263,32023,clothing,10,181.87,1818.7,West,21,40,4,29,0
101328,21/08/2024,2520,31622,clothing,3,229.75,689.25,West,28,91,2,25,1
101329,26/04/2023,2817,35508,home decor,9,247.46,2227.14,East,19,11,1,12,0
101330,10/07/2024,2900,38757,clothing,5,110.9,554.5,South,41,49,3,23,0
101331,22/07/2024,2073,38390,home decor,8,290.5,2324,East,29,23,3,19,1
101332,20/03/2024,2578,32086,home decor,3,6.58,19.74,North,40,46,4,19,1
101333,30/06/2023,2911,33239,electronics,10,65.42,654.2,North,39,76,4,16,1
101334,08/04/2024,2894,33262,clothing,3,240.43,721.29,East,26,58,3,12,1
101335,08/12/2023,2098,38139,clothing,9,97.18,874.62,West,41,37,4,21,1
101336,18/11/2024,2429,30883,toys,6,127.69,766.14,North,28,61,5,21,0
101337,11/11/2023,2795,33034,home decor,14,164.56,2303.84,West,26,42,1,11,0
101338,20/10/2024,2794,35534,home decor,7,270.95,1896.65,South,50,87,2,11,1
101339,12/10/2023,2183,38018,toys,12,53.62,643.44,West,47,18,5,7,0
101340,12/08/2023,2198,35430,electronics,14,112.85,1579.9,Central,67,3,1,2,0
101341,10/10/2024,2134,35408,electronics,6,166.23,997.38,West,20,79,1,12,1
101342,19/01/2024,2785,35815,clothing,1,188.65,188.65,Central,45,76,3,6,0
101343,27/09/2023,2427,36260,home decor,6,199.54,1197.24,Central,29,41,5,9,1
101344,23/01/2024,2341,38165,home decor,2,214.08,428.16,South,66,34,4,10,0
101345,31/01/2023,2613,31933,electronics,6,278.27,1669.62,Central,63,19,2,24,0
101346,28/07/2023,2238,39590,home decor,12,146.27,1755.24,East,35,71,2,19,1
101347,30/01/2024,2148,31849,electronics,11,155.02,1705.22,South,63,53,3,2,1
101348,11/05/2023,2386,39487,home decor,7,200.4,1402.8,East,51,6,2,4,1
101349,12/05/2023,2554,35914,toys,5,173.4,867,South,68,68,1,2,0
101350,27/02/2024,2954,36110,home decor,14,259.67,3635.38,Central,52,64,1,12,1
101351,16/09/2024,2580,35714,electronics,3,54.53,163.59,South,32,91,4,14,1
101352,08/12/2024,2987,30855,electronics,9,64.66,581.94,East,63,18,3,7,0
101353,28/12/2023,2827,37331,toys,11,167.55,1843.05,West,34,22,1,1,0
101354,09/07/2024,2140,32828,home decor,10,65.78,657.8,West,43,41,2,27,1
101355,15/04/2023,2434,36706,toys,5,238.41,1192.05,West,28,53,3,2,1
101356,28/10/2024,2948,38278,toys,14,52.02,728.28,East,36,48,3,10,1
101357,21/07/2024,2853,34631,electronics,10,151.77,1517.7,West,63,52,4,19,0
101358,02/02/2023,2626,32995,home decor,2,182.99,365.98,East,45,48,2,14,0
101359,13/04/2024,2896,31832,home decor,10,292.04,2920.4,South,48,62,1,11,1
101360,29/04/2023,2818,35001,clothing,7,16.89,118.23,South,30,54,4,18,0
101361,25/04/2024,2201,32916,clothing,11,123.14,1354.54,Central,54,34,1,0,0
101362,14/03/2024,2754,37952,toys,5,20.81,104.05,Central,55,16,2,29,0
101363,04/04/2024,2382,39382,clothing,11,206.23,2268.53,East,40,69,3,2,1
101364,27/06/2023,2501,37608,toys,3,62.57,187.71,West,56,84,1,5,0
101365,15/08/2024,2261,36087,toys,1,147.55,147.55,Central,25,70,5,5,1
101366,22/07/2024,2793,35398,electronics,5,112.49,562.45,East,28,11,3,12,1
101367,06/08/2024,2880,36977,toys,3,290.01,870.03,East,51,33,3,7,0
101368,11/05/2024,2433,37378,electronics,14,85.57,1197.98,Central,55,30,3,6,1
101369,22/09/2023,2055,34183,electronics,5,219.95,1099.75,East,57,43,5,11,1
101370,11/03/2023,2112,38432,home decor,10,99.88,998.8,North,61,0,4,20,0
101371,23/05/2024,2597,35246,home decor,8,35.68,285.44,East,54,64,3,26,0
101372,12/09/2023,2028,37533,clothing,8,216.29,1730.32,West,49,62,2,13,1
101373,16/05/2024,2156,32990,home decor,2,157.29,314.58,Central,37,75,5,0,0
101374,27/12/2024,2620,30599,toys,4,8,32,Central,67,51,2,27,0
101375,10/09/2023,2647,32926,clothing,6,212.4,1274.4,East,42,98,4,7,1
101376,07/08/2023,2634,33384,toys,14,98.06,1372.84,East,34,54,5,2,0
101377,11/10/2023,2248,32285,toys,12,59.01,708.12,West,24,78,3,27,0
101378,29/05/2024,2477,35367,clothing,1,218.54,218.54,East,57,34,3,6,0
101379,18/05/2024,2554,30052,home decor,13,180.31,2344.03,West,20,30,1,24,0
101380,09/10/2023,2608,39420,home decor,13,185.63,2413.19,South,31,18,3,0,0
101381,27/01/2024,2412,32399,toys,3,223.12,669.36,West,58,79,3,27,1
101382,05/06/2023,2479,30675,electronics,3,260.14,780.42,Central,55,96,4,6,0
101383,03/09/2023,2587,39178,clothing,1,278.55,278.55,East,49,91,3,18,0
101384,19/10/2023,2680,38352,electronics,11,236.02,2596.22,West,27,99,5,14,1
101385,21/03/2023,2739,31339,clothing,6,149.41,896.46,South,50,26,5,0,1
101386,20/05/2023,2163,32686,electronics,12,290.63,3487.56,Central,69,28,5,1,0
101387,13/11/2023,2995,34563,home decor,2,82.41,164.82,North,41,52,3,3,0
101388,30/12/2024,2850,36027,toys,2,27.62,55.24,Central,43,35,2,18,1
101389,22/04/2024,2024,36337,clothing,1,294.91,294.91,East,58,50,5,21,0
101390,20/08/2024,2916,32676,home decor,9,157.12,1414.08,West,53,9,1,20,0
101391,23/12/2023,2790,34567,home decor,11,5.35,58.85,North,35,17,1,15,0
101392,06/01/2024,2232,37074,toys,6,102.82,616.92,North,39,42,4,0,0
101393,16/10/2023,2986,33695,home decor,7,16.26,113.82,Central,22,56,3,21,1
101394,05/03/2024,2488,34092,home decor,6,213,1278,North,66,51,4,25,0
101395,17/02/2024,2922,36174,clothing,11,298.81,3286.91,Central,23,99,5,10,1
101396,11/03/2023,2571,39576,clothing,2,77.2,154.4,East,42,99,1,3,1
101397,01/12/2024,2723,32259,clothing,14,177.6,2486.4,Central,18,45,5,15,0
101398,10/02/2024,2301,35748,electronics,10,17.45,174.5,West,50,14,1,17,0
101399,28/11/2024,2080,35626,clothing,3,232.34,697.02,East,65,6,1,10,1
101400,03/09/2024,2115,33925,clothing,1,79.46,79.46,Central,33,31,4,20,0
101401,07/04/2024,2467,30265,home decor,2,8.26,16.52,South,55,5,2,3,0
101402,02/01/2024,2627,30760,electronics,12,117.1,1405.2,South,60,58,3,29,1
101403,09/07/2024,2672,31027,toys,9,223.72,2013.48,Central,32,1,4,21,1
101404,23/05/2023,2487,35099,toys,14,274.95,3849.3,East,61,72,1,9,0
101405,27/06/2024,2432,38742,electronics,7,103.13,721.91,North,43,72,5,10,1
101406,18/01/2023,2095,37187,home decor,5,235.87,1179.35,South,59,57,2,25,1
101407,30/04/2023,2098,39426,electronics,8,132.52,1060.16,North,21,14,5,4,0
101408,25/05/2023,2058,35663,toys,7,129.83,908.81,North,36,59,2,22,1
101409,17/10/2023,2440,39526,clothing,10,255.44,2554.4,East,56,65,2,0,0
101410,20/05/2024,2422,37755,clothing,10,281.25,2812.5,South,67,42,2,24,1
101411,25/07/2023,2721,39184,electronics,12,166.51,1998.12,East,51,13,1,29,0
101412,27/11/2024,2963,30684,electronics,1,116.46,116.46,Central,25,78,4,26,1
101413,02/07/2023,2129,33257,clothing,1,23.32,23.32,East,20,84,2,1,0
101414,31/08/2024,2443,35550,toys,4,131.16,524.64,East,54,50,5,9,0
101415,20/11/2023,2411,39343,electronics,5,91.83,459.15,Central,34,56,4,10,0
101416,05/01/2024,2848,34515,electronics,2,231.84,463.68,Central,59,16,1,11,0
101417,01/10/2024,2884,37891,home decor,4,278.29,1113.16,West,59,49,5,24,1
101418,26/09/2023,2344,32688,clothing,11,298.34,3281.74,North,38,80,4,26,0
101419,24/12/2023,2708,39922,home decor,6,267.05,1602.3,South,25,59,5,28,0
101420,07/01/2024,2750,33799,clothing,10,253.02,2530.2,East,67,97,4,18,1
101421,07/07/2024,2435,31510,home decor,9,196.22,1765.98,Central,32,95,2,15,0
101422,26/01/2024,2361,37068,clothing,2,273.23,546.46,Central,29,15,1,15,1
101423,14/07/2023,2189,32932,toys,3,98.05,294.15,West,55,53,5,23,1
101424,15/03/2023,2939,33490,electronics,12,12.82,153.84,North,55,67,2,0,0
101425,24/09/2023,2099,37455,clothing,2,74.45,148.9,North,41,63,3,20,0
101426,17/06/2024,2309,31328,toys,14,247.92,3470.88,North,52,43,3,25,0
101427,26/11/2024,2853,35226,clothing,3,127.45,382.35,North,25,31,3,26,1
101428,06/11/2024,2976,36053,home decor,1,160.1,160.1,North,55,25,3,1,0
101429,29/11/2024,2871,31956,home decor,7,15.62,109.34,West,18,46,5,29,1
101430,24/06/2024,2430,33194,clothing,4,263.14,1052.56,Central,54,79,1,0,1
101431,07/03/2024,2031,34969,home decor,1,165.26,165.26,West,62,70,3,10,0
101432,08/07/2023,2246,35366,toys,9,50.33,452.97,East,65,32,4,11,1
101433,04/03/2023,2867,30751,toys,11,207.38,2281.18,Central,50,30,4,19,0
101434,28/08/2023,2546,31357,electronics,14,262.55,3675.7,West,33,85,5,23,1
101435,19/12/2024,2034,31617,toys,5,199.02,995.1,East,49,41,3,5,1
101436,08/02/2023,2342,39786,clothing,1,266.16,266.16,East,47,85,4,16,0
101437,21/04/2023,2047,33190,home decor,7,243.94,1707.58,Central,62,95,2,22,0
101438,01/04/2024,2919,36874,toys,14,266.21,3726.94,South,40,71,1,25,1
101439,14/06/2023,2536,34846,home decor,13,163.42,2124.46,West,23,19,1,23,0
101440,14/04/2023,2743,32164,home decor,14,201.63,2822.82,West,22,21,2,8,1
101441,27/07/2024,2159,39315,home decor,5,211.47,1057.35,North,51,68,1,18,1
101442,29/10/2024,2793,38996,clothing,6,265.01,1590.06,West,31,61,1,26,0
101443,19/06/2024,2600,31368,home decor,8,190.77,1526.16,Central,25,25,1,3,1
101444,08/08/2023,2167,36694,home decor,8,198.57,1588.56,North,38,68,1,19,0
101445,02/10/2024,2638,37498,clothing,11,49.62,545.82,North,27,38,2,4,0
101446,13/11/2023,2017,38654,electronics,13,270.5,3516.5,West,48,27,2,24,0
101447,28/03/2024,2006,34471,toys,10,273.61,2736.1,East,22,7,5,13,1
101448,02/06/2024,2314,34201,electronics,4,242.17,968.68,North,59,25,3,28,1
101449,01/02/2024,2064,32433,clothing,14,166.8,2335.2,South,49,6,1,26,1
101450,04/06/2024,2116,32587,home decor,12,79.33,951.96,South,43,58,5,22,1
101451,25/11/2024,2452,35547,toys,1,212.21,212.21,South,66,96,3,24,1
101452,18/06/2023,2211,35368,electronics,11,126.75,1394.25,South,61,0,5,7,0
101453,12/12/2023,2033,35952,clothing,1,93.58,93.58,South,27,20,1,27,0
101454,02/03/2024,2067,34637,toys,1,223.62,223.62,West,39,75,5,8,0
101455,17/02/2024,2972,38135,home decor,11,147.68,1624.48,East,63,38,5,15,1
101456,10/11/2024,2968,33926,electronics,10,242.02,2420.2,West,53,81,4,18,1
101457,11/11/2023,2124,30395,home decor,6,91.98,551.88,North,30,39,1,5,1
101458,08/07/2023,2127,38647,clothing,10,226.95,2269.5,East,26,84,1,22,1
101459,03/04/2023,2959,37198,toys,14,234.03,3276.42,Central,19,96,1,10,1
101460,19/09/2024,2040,33742,home decor,5,277.51,1387.55,South,45,57,3,21,0
101461,16/04/2024,2659,38922,home decor,14,242.81,3399.34,West,46,12,5,8,0
101462,06/11/2024,2375,36767,electronics,3,17.22,51.66,West,29,22,4,0,1
101463,28/05/2024,2725,38131,toys,14,45.5,637,East,43,47,3,2,1
101464,28/12/2023,2288,36052,home decor,12,226.26,2715.12,West,62,57,5,10,1
101465,21/01/2023,2985,39858,home decor,8,290.05,2320.4,Central,63,4,1,27,0
101466,19/08/2024,2117,34521,toys,3,57.74,173.22,North,32,96,3,22,0
101467,27/05/2023,2948,39810,home decor,11,144.05,1584.55,East,19,42,3,21,1
101468,30/08/2023,2522,33343,home decor,8,294.63,2357.04,West,31,83,3,21,1
101469,16/01/2023,2144,38317,electronics,12,7.74,92.88,West,57,17,5,11,1
101470,20/08/2023,2937,39674,toys,14,166.8,2335.2,Central,62,71,2,26,0
101471,18/11/2024,2664,38690,toys,7,276.89,1938.23,East,44,24,2,18,0
101472,09/04/2024,2332,32264,clothing,2,187.44,374.88,South,52,36,5,28,0
101473,10/02/2023,2804,35354,clothing,12,149.61,1795.32,North,58,39,5,15,1
101474,21/03/2023,2377,32614,electronics,10,190.56,1905.6,East,34,36,5,11,1
101475,05/08/2023,2791,36843,toys,1,168.83,168.83,South,45,12,4,7,1
101476,28/03/2023,2504,32081,home decor,11,203.5,2238.5,South,32,23,5,28,1
101477,06/02/2024,2137,34631,toys,5,206.95,1034.75,North,41,21,3,10,1
101478,26/12/2024,2181,35986,clothing,6,252.46,1514.76,North,25,44,1,11,0
101479,03/12/2023,2242,31585,electronics,2,241.2,482.4,East,69,61,5,29,1
101480,29/11/2023,2840,36654,home decor,3,154.49,463.47,North,55,3,5,1,0
101481,12/03/2023,2432,30947,clothing,13,23.23,301.99,East,65,75,1,9,1
101482,12/09/2024,2585,31795,clothing,12,170.87,2050.44,West,59,5,5,26,0
101483,02/07/2023,2856,34291,toys,10,144.71,1447.1,Central,31,68,2,22,1
101484,25/01/2023,2924,36995,electronics,4,196.2,784.8,Central,60,3,3,12,1
101485,10/04/2023,2836,32666,toys,10,154.45,1544.5,South,51,94,1,12,1
101486,24/04/2024,2115,39950,home decor,3,273.66,820.98,West,64,90,4,13,1
101487,03/10/2024,2004,39493,electronics,9,9.68,87.12,West,45,88,1,13,1
101488,04/11/2023,2159,32581,electronics,7,39.25,274.75,North,63,19,5,12,1
101489,07/08/2023,2862,35240,clothing,1,245.17,245.17,North,40,61,3,24,1
101490,04/07/2023,2707,38204,electronics,14,121.81,1705.34,South,37,0,1,8,0
101491,20/08/2023,2001,39953,toys,10,298.72,2987.2,West,22,55,3,7,1
101492,23/08/2024,2948,37593,clothing,12,147.2,1766.4,North,41,58,4,19,1
101493,21/02/2023,2718,33161,clothing,14,115.6,1618.4,West,62,99,5,5,0
101494,20/09/2023,2597,32387,clothing,10,245.89,2458.9,Central,25,37,4,9,0
101495,06/12/2024,2106,36356,toys,8,216.97,1735.76,North,49,34,5,22,0
101496,07/08/2023,2037,36295,clothing,4,119.42,477.68,East,58,39,3,22,0
101497,10/06/2024,2288,31218,electronics,6,46.24,277.44,North,19,97,5,8,1
101498,06/12/2024,2481,37996,electronics,5,228.02,1140.1,North,30,9,1,8,0
101499,11/08/2023,2778,32153,home decor,14,205.41,2875.74,West,49,82,4,11,0
101500,13/05/2024,2192,36519,electronics,12,78.51,942.12,North,31,94,2,19,1
101501,23/02/2024,2616,34701,electronics,6,13.03,78.18,West,42,33,4,29,0
101502,21/01/2024,2239,39565,toys,2,61.96,123.92,South,45,33,4,11,1
101503,12/01/2023,2132,34816,clothing,3,205.97,617.91,East,67,20,3,16,0
101504,15/07/2024,2814,36213,home decor,7,283.44,1984.08,Central,48,71,4,25,0
101505,06/07/2023,2271,31074,electronics,8,77.18,617.44,South,69,70,4,5,0
101506,17/12/2024,2375,33837,toys,11,68.72,755.92,East,18,15,5,29,1
101507,28/05/2023,2818,31908,toys,7,242.14,1694.98,East,66,53,3,10,1
101508,01/08/2023,2849,32353,electronics,1,138.6,138.6,West,57,26,1,24,1
101509,09/07/2024,2990,32388,home decor,2,292.43,584.86,West,59,12,4,1,0
101510,02/02/2024,2143,38625,toys,11,178.81,1966.91,North,26,70,3,18,1
101511,02/06/2024,2941,33645,electronics,14,102.89,1440.46,South,68,57,3,6,0
101512,11/03/2024,2807,34587,electronics,1,271.51,271.51,Central,39,43,3,27,1
101513,28/05/2024,2968,39832,clothing,9,47.44,426.96,North,25,30,2,3,1
101514,19/08/2023,2388,38257,home decor,1,165.67,165.67,East,45,26,4,8,0
101515,28/07/2024,2883,35046,home decor,11,214.65,2361.15,North,23,29,1,28,0
101516,17/03/2023,2770,32313,clothing,8,83.32,666.56,South,42,20,1,1,1
101517,17/03/2023,2122,32007,clothing,4,151.6,606.4,East,40,30,1,1,1
101518,25/09/2023,2444,36697,toys,7,290.33,2032.31,Central,22,72,4,0,0
101519,09/10/2024,2368,33075,clothing,14,87.31,1222.34,East,41,30,1,24,0
101520,11/08/2024,2012,35554,electronics,3,106.94,320.82,West,58,92,5,16,1
101521,12/12/2023,2570,34321,home decor,7,6.06,42.42,Central,40,40,2,19,0
101522,27/10/2023,2510,33432,toys,13,284.89,3703.57,Central,68,87,3,20,1
101523,03/02/2024,2270,39426,home decor,2,179.35,358.7,North,19,82,3,7,0
101524,29/09/2024,2169,35988,toys,4,171.36,685.44,East,22,64,1,1,1
101525,26/03/2023,2294,32197,electronics,6,198.35,1190.1,East,45,37,3,12,1
101526,24/07/2024,2575,38804,clothing,12,34.35,412.2,South,49,90,4,3,0
